episode,optimal_decision_rate,average_reward,total_reward,gini_coefficient,utilization_std,epsilon,episode_length
23,34.66666666666667,-0.7430024828666667,-111.45037243,0.238926149498204,35.98896937641166,0.9682910542131541,150
24,28.666666666666668,-0.7980424231333331,-119.70636346999996,0.25503648610586427,38.05508722958546,0.9669354467372557,150
25,32.666666666666664,-0.6637469401333334,-99.56204102,0.26704446490232736,32.8400983465092,0.9655817371118236,150
26,30.666666666666664,-0.9482538375333327,-142.2380756299999,0.29902293230015053,51.99435801512923,0.9642299226798671,150
27,36.666666666666664,-0.6815633134000002,-102.23449701000003,0.2235053091694419,30.428547417690133,0.9628800007881153,150
28,31.333333333333336,-0.7945617029333335,-119.18425544000003,0.2842282377775933,39.637799924906446,0.961531968787012,150
29,28.666666666666668,-0.9026426006666666,-135.3963901,0.3267756440622822,54.163974347558394,0.9601858240307102,150
30,32.666666666666664,-0.7875193531333335,-118.12790297000004,0.2399694108486008,32.492879149898,0.9588415638770672,150
31,32.666666666666664,-0.7458277878666674,-111.8741681800001,0.2506009263722542,33.17880355909236,0.9574991856876394,150
32,32.0,-0.8646571382000003,-129.69857073000006,0.294718627746013,45.868967702304595,0.9561586868276767,150
33,28.000000000000004,-0.8360246252000002,-125.40369378000003,0.3111637022966127,49.78064803938114,0.954820064666118,150
34,31.333333333333336,-0.6896476657333334,-103.44714986000001,0.24447813793386075,30.40375698628358,0.9534833165755855,150
35,32.0,-0.7991438963333335,-119.87158445000003,0.27766809539606796,42.03102446394086,0.9521484399323797,150
36,38.0,-0.6829876606,-102.44814909,0.2312036678867182,29.072150555284626,0.9508154321164745,150
37,36.0,-0.7411138439333332,-111.16707658999998,0.23278310645992062,31.531140571602755,0.9494842905115114,150
38,38.0,-0.7801734476000008,-117.02601714000012,0.20593783971633783,27.826424304380293,0.9481550125047953,150
39,37.333333333333336,-0.5898193539333328,-88.47290308999993,0.1940459520101916,19.910557100749898,0.9468275954872886,150
40,33.33333333333333,-0.6531633713333331,-97.97450569999997,0.24527842771484787,28.656234954110534,0.9455020368536065,150
41,35.333333333333336,-0.7349719816000004,-110.24579724000007,0.17276963482344754,23.47393612690203,0.9441783340020115,150
42,46.666666666666664,-0.6663339740666663,-99.95009610999995,0.1774486931675947,19.395420092942775,0.9428564843344087,150
43,39.33333333333333,-0.6643292482000002,-99.64938723000003,0.21384837115922783,26.37189691409033,0.9415364852563406,150
44,33.33333333333333,-0.7616522845333328,-114.24784267999992,0.2711219426220104,36.91261548124397,0.9402183341769818,150
45,38.666666666666664,-0.8881189292000005,-133.21783938000007,0.31514812821137395,52.00818861887325,0.9389020285091341,150
46,42.0,-0.7147696841333335,-107.21545262000004,0.2150546862249494,28.905629749613276,0.9375875656692213,150
47,32.0,-0.7253260411333335,-108.79890617000002,0.20774230094272683,25.1924651637188,0.9362749430772844,150
48,42.0,-0.6366581168000002,-95.49871752000003,0.20199858138466964,21.842529068124236,0.9349641581569763,150
49,39.33333333333333,-0.602834045466667,-90.42510682000005,0.10946918353274682,12.518984713576637,0.9336552083355566,150
50,34.66666666666667,-0.5937641782,-89.06462673000001,0.19414709064330427,19.356047048766808,0.9323480910438868,150
51,41.333333333333336,-0.6921664944666671,-103.82497417000006,0.1990409046367836,23.96401570888741,0.9310428037164254,150
52,34.0,-0.7842843505333336,-117.64265258000003,0.22070835225067964,33.40107720955296,0.9297393437912225,150
53,34.66666666666667,-0.6963191226000002,-104.44786839000002,0.2192478828654092,25.57108154982213,0.9284377087099148,150
54,30.666666666666664,-0.7329319604000001,-109.93979406000001,0.21848517198797168,28.17527784388731,0.927137895917721,150
55,34.0,-0.6501452619333337,-97.52178929000004,0.155626959685911,16.103339381217403,0.9258399028634362,150
56,40.666666666666664,-0.7388056218666664,-110.82084327999996,0.2515491275911823,34.243464971614976,0.9245437269994274,150
57,34.66666666666667,-0.629543646133333,-94.43154691999996,0.21172483744455928,24.816609425160955,0.9232493657816283,150
58,33.33333333333333,-0.7660042186666668,-114.90063280000001,0.23143462614211696,29.69614578573133,0.9219568166695341,150
59,36.666666666666664,-0.7906622917999998,-118.59934376999998,0.2163557191446921,30.20069595201695,0.9206660771261967,150
60,34.66666666666667,-0.6497938132000002,-97.46907198000002,0.22262978618495488,26.010512573245506,0.9193771446182201,150
61,44.0,-0.7111775612000002,-106.67663418000004,0.1525773512448274,15.635620292740736,0.9180900166157546,150
62,36.0,-0.5839925391333335,-87.59888087000002,0.17545819390571604,15.750603772115308,0.9168046905924926,150
63,40.0,-0.5738215436,-86.07323154000001,0.1826036624864933,19.177711298352655,0.9155211640256632,150
64,32.0,-0.7800150952666666,-117.00226428999999,0.2605690505026603,37.81018921524779,0.9142394343960273,150
65,30.666666666666664,-0.6505017592000001,-97.57526388000001,0.20013705340935206,22.384684859955172,0.9129594991878729,150
66,40.0,-0.6859811668666668,-102.89717503000001,0.252597599305995,33.510145002151006,0.9116813558890099,150
67,38.0,-0.6116054168000004,-91.74081252000005,0.17413898523127003,18.369427591396413,0.9104050019907654,150
68,33.33333333333333,-0.6739118875999995,-101.08678313999992,0.23821547983958435,27.587392146485165,0.9091304349879783,150
69,44.0,-0.7634617458000004,-114.51926187000005,0.2217167097359749,28.85631960100864,0.9078576523789952,150
70,38.0,-0.6116154539333333,-91.74231809,0.22203921818551198,24.186913234645026,0.9065866516656647,150
71,34.0,-0.836743844666667,-125.51157670000005,0.26781555126386647,44.40311104939817,0.9053174303533328,150
72,40.666666666666664,-0.589778272,-88.4667408,0.15528584944422574,14.133981606620848,0.9040499859508382,150
73,34.0,-0.7462547705333331,-111.93821557999996,0.2538182408544434,34.7741182401332,0.902784315970507,150
74,36.0,-0.6620933304666669,-99.31399957000002,0.2524513787312421,33.19327227792619,0.9015204179281483,150
75,40.666666666666664,-0.6303259635999999,-94.54889453999999,0.1394684439875662,15.86871735695932,0.900258289343049,150
76,38.0,-0.6927027357333334,-103.90541036000002,0.20180749110552765,28.007823373840505,0.8989979277379687,150
77,36.666666666666664,-0.7067823613333334,-106.01735420000001,0.24766342331648805,33.45796671236063,0.8977393306391356,150
78,44.0,-0.6966410717333335,-104.49616076000001,0.22017802308167456,28.644737143526527,0.8964824955762408,150
79,38.0,-0.6181907504666665,-92.72861256999998,0.17696001021355046,17.55962084635241,0.8952274200824342,150
80,40.0,-0.7194920017333337,-107.92380026000005,0.22824476500092938,29.23956908680807,0.8939741016943188,150
81,37.333333333333336,-0.7582782156666663,-113.74173234999995,0.277321379997318,37.820989296930335,0.8927225379519468,150
82,42.66666666666667,-0.6108017569999995,-91.62026354999993,0.1834409508086119,18.704162240396162,0.8914727263988141,150
83,36.666666666666664,-0.6859440576666667,-102.89160865,0.24224322626104522,31.009995306603233,0.8902246645818559,150
84,32.0,-0.6723518386000005,-100.85277579000007,0.19175083539702764,19.89300399392264,0.8889783500514413,150
85,37.333333333333336,-0.5933690557333328,-89.00535835999992,0.1374337020326737,12.626907862571764,0.8877337803613693,150
86,38.666666666666664,-0.6605295009333336,-99.07942514000004,0.24717371668692278,29.757766556789758,0.8864909530688634,150
87,43.333333333333336,-0.6538891737333336,-98.08337606000003,0.24757192411187412,31.357171457204863,0.885249865734567,150
88,34.66666666666667,-0.626053985133333,-93.90809776999994,0.2102193059504942,23.559391253218365,0.8840105159225387,150
89,36.0,-0.5739351279333333,-86.09026919,0.19779394630285063,19.68765914647179,0.8827729012002471,150
90,38.666666666666664,-0.7146865483333339,-107.20298225000008,0.25910899200479864,33.948357303119195,0.8815370191385667,150
91,40.666666666666664,-0.7137765909333331,-107.06648863999996,0.20839075073239588,28.048919517862092,0.8803028673117728,150
92,38.0,-0.6231627173333336,-93.47440760000003,0.15157340638757488,17.70757029858999,0.8790704432975364,150
93,36.666666666666664,-0.7385876164000003,-110.78814246000003,0.2652602893324125,36.3595055462584,0.8778397446769198,150
94,30.0,-0.7492404708666667,-112.38607063,0.26163486616974585,34.43458636304602,0.8766107690343722,150
95,38.0,-0.6731339266000004,-100.97008899000005,0.2135500719320238,24.572114330066853,0.8753835139577241,150
96,40.666666666666664,-0.696349716466667,-104.45245747000004,0.20042669912323996,23.299841080134126,0.8741579770381833,150
97,30.666666666666664,-0.6968859137333335,-104.53288706000004,0.22258857004568733,32.52565791184736,0.8729341558703299,150
98,35.333333333333336,-0.6993589941333334,-104.90384912,0.24280321650648373,32.77001690955987,0.8717120480521114,150
99,34.66666666666667,-0.6612169809333336,-99.18254714000004,0.2168103296669206,26.49842855623008,0.8704916511848385,150
100,32.666666666666664,-0.7495660824000002,-112.43491236000004,0.2656722589363374,37.39498511770769,0.8692729628731798,150
101,32.666666666666664,-0.6970037544,-104.55056316,0.1898680594226867,24.251166016472677,0.8680559807251573,150
102,35.333333333333336,-0.5735387882666667,-86.03081824,0.17445438716574846,17.72098196284301,0.8668407023521422,150
103,31.333333333333336,-0.7896729080666661,-118.45093620999992,0.24211461794548028,34.834938984421875,0.8656271253688492,150
104,37.333333333333336,-0.6520518642666665,-97.80777963999998,0.21490184667450474,28.28752026079154,0.8644152473933329,150
105,36.666666666666664,-0.6199613851333334,-92.99420777000002,0.17633747077470718,17.580548277240826,0.8632050660469822,150
106,39.33333333333333,-0.6488867676000002,-97.33301514000003,0.1915522926991029,25.51246927157072,0.8619965789545164,150
107,38.666666666666664,-0.5727122195333334,-85.90683293000001,0.20193723085018678,21.494694629416163,0.8607897837439802,150
108,36.666666666666664,-0.6266681396000002,-94.00022094000003,0.1739560925165442,17.630264558255337,0.8595846780467387,150
109,36.666666666666664,-0.6612168360666669,-99.18252541000004,0.2139324027687668,25.764724126306714,0.8583812594974732,150
110,37.333333333333336,-0.7458812171333336,-111.88218257000003,0.17621721217312536,21.85237941205477,0.8571795257341768,150
111,40.666666666666664,-0.5722192874000009,-85.83289311000014,0.1596818346358182,14.004865534661537,0.8559794743981489,150
112,38.0,-0.5856813414000003,-87.85220121000005,0.1531333376500259,16.32471297365131,0.8547811031339916,150
113,36.666666666666664,-0.5904789675333332,-88.57184512999997,0.1909847864997607,20.275240832985336,0.853584409589604,150
114,40.0,-0.793454338733333,-119.01815080999995,0.2045140647975492,30.71524285332554,0.8523893914161786,150
115,38.0,-0.5791923768666662,-86.87885652999994,0.16371399648235774,19.790168963252295,0.851196046268196,150
116,38.0,-0.5384335103999999,-80.76502655999998,0.18489929721008602,17.839560762488478,0.8500043718034206,150
117,30.0,-0.7874023790666669,-118.11035686000004,0.24013423292129588,32.85529190716748,0.8488143656828958,150
118,44.666666666666664,-0.5910402763333332,-88.65604144999999,0.1629681691870175,15.918667560748599,0.8476260255709398,150
119,36.666666666666664,-0.7019308126666669,-105.28962190000004,0.20308682297530933,24.85905010914313,0.8464393491351405,150
120,38.0,-0.6602565179999998,-99.03847769999997,0.2037219760686999,24.346931562410315,0.8452543340463513,150
121,33.33333333333333,-0.5865180114000004,-87.97770171000006,0.18287399823857875,17.606553786082692,0.8440709779786865,150
122,46.0,-0.6035837998666661,-90.53756997999992,0.237278768504124,27.307425727134426,0.8428892786095163,150
123,40.0,-0.6778293636000001,-101.67440454000003,0.20809956991243572,26.399315443818264,0.841709233619463,150
124,36.0,-0.6528617426666665,-97.92926139999997,0.22172195496838487,25.89913263380089,0.8405308406923958,150
125,38.0,-0.5620827377333332,-84.31241065999998,0.20168898199827923,20.102780146358853,0.8393540975154264,150
126,42.0,-0.7043041305333333,-105.64561958,0.23224399544403362,29.723663710290985,0.8381790017789049,150
127,33.33333333333333,-0.7015505937999997,-105.23258906999996,0.2289468386826059,31.073415111241875,0.8370055511764145,150
128,38.0,-0.8074388366666664,-121.11582549999996,0.2257236248063128,32.99943475584743,0.8358337434047676,150
129,39.33333333333333,-0.5267981963999998,-79.01972945999998,0.16441993363908636,16.829986573910997,0.8346635761640009,150
130,40.666666666666664,-0.6076130872666674,-91.14196309000012,0.16055743972532133,13.286691568466367,0.8334950471573713,150
131,36.666666666666664,-0.5308115351999998,-79.62173027999997,0.1425897212527647,9.973778623303541,0.8323281540913511,150
132,29.333333333333332,-0.6519583158,-97.79374736999999,0.20352579355169875,23.308184401531637,0.8311628946756232,150
133,38.666666666666664,-0.5597654601333332,-83.96481901999998,0.11394983796167857,6.27823707196947,0.8299992666230773,150
134,34.66666666666667,-0.6927579870000006,-103.9136980500001,0.20098953535246333,25.493610453243555,0.828837267649805,150
135,43.333333333333336,-0.7349706029333334,-110.24559044000002,0.25325839651030435,34.298096714382496,0.8276768954750954,150
136,40.0,-0.743912897933333,-111.58693468999996,0.23292815564257596,31.87869696042048,0.8265181478214303,150
137,34.66666666666667,-0.7327098333333338,-109.90647500000007,0.20725520203414116,26.473308622389762,0.8253610224144803,150
138,36.0,-0.5803225862000001,-87.04838793000002,0.18639151532073495,19.117581820918314,0.8242055169831001,150
139,34.66666666666667,-0.8561518848000002,-128.42278272000001,0.2800121001349276,42.931208208700184,0.8230516292593237,150
140,38.0,-0.5510567530666666,-82.65851295999998,0.1983113308244795,19.3422754125341,0.8218993569783607,150
141,36.666666666666664,-0.5640239705999998,-84.60359558999997,0.2140004953973138,22.903290571950787,0.8207486978785911,150
142,34.0,-0.6243193637333333,-93.64790456,0.1757258422617114,18.73200825185742,0.8195996497015611,150
143,37.333333333333336,-0.6068524881333331,-91.02787321999998,0.18276575388006333,19.28601074349034,0.8184522101919789,150
144,35.333333333333336,-0.7148472350666671,-107.22708526000007,0.19092836235116817,23.104527143878602,0.8173063770977101,150
145,35.333333333333336,-0.6405901732000004,-96.08852598000007,0.19140442423888726,23.07807904159002,0.8161621481697734,150
146,45.33333333333333,-0.6367628636666665,-95.51442954999997,0.1935078248852069,24.2627731595871,0.8150195211623358,150
147,34.0,-0.5943289224666664,-89.14933836999995,0.12563625051995375,8.485173115383363,0.8138784938327085,150
148,39.33333333333333,-0.7437152031333332,-111.55728046999998,0.23541969012300745,32.737600924658814,0.8127390639413428,150
149,32.0,-0.6143038654000003,-92.14557981000004,0.1496089422482274,13.159424012198995,0.8116012292518249,150
150,32.0,-0.691294395666667,-103.69415935000004,0.1505260219452773,14.204067481126497,0.8104649875308724,150
151,42.66666666666667,-0.5677095574000003,-85.15643361000005,0.19291318811874825,18.658110846082216,0.8093303365483292,150
152,36.666666666666664,-0.7293455186,-109.40182779,0.246194988264256,32.92537091911021,0.8081972740771616,150
153,29.333333333333332,-0.7519942044666665,-112.79913066999998,0.2550213188012551,36.29045178883867,0.8070657978934536,150
154,38.666666666666664,-0.562164571933333,-84.32468578999995,0.17816601316721914,20.312017904678992,0.8059359057764027,150
155,38.0,-0.5997336153999998,-89.96004230999998,0.1711521917975518,17.33219319133411,0.8048075955083158,150
156,37.333333333333336,-0.6937790676666666,-104.06686015,0.2341967441178583,30.25761542881434,0.8036808648746042,150
157,37.333333333333336,-0.6836941882000005,-102.55412823000007,0.2050588061611145,24.64995454816633,0.8025557116637798,150
158,30.666666666666664,-0.7388081936666666,-110.82122905,0.21585384563149046,31.13790687702802,0.8014321336674506,150
159,38.666666666666664,-0.5611672759333335,-84.17509139000002,0.1706201696589178,15.396152097725466,0.8003101286803161,150
160,30.0,-0.7034241683333338,-105.51362525000006,0.23125368183685735,28.210322218561462,0.7991896945001637,150
161,36.0,-0.7049052914666665,-105.73579371999998,0.20078283969736033,24.765263932839677,0.7980708289278635,150
162,36.0,-0.7327808741333336,-109.91713112000004,0.24661914487369074,33.85151125009136,0.7969535297673646,150
163,40.0,-0.6557433732,-98.36150598,0.18203809629994505,19.77134321415345,0.7958377948256903,150
164,38.0,-0.6846802433333334,-102.70203650000002,0.25314899692595505,32.40827390818053,0.7947236219129343,150
165,30.666666666666664,-0.6165998273999996,-92.48997410999995,0.21503983283788064,24.14890246022747,0.7936110088422562,150
166,35.333333333333336,-0.7548973419333338,-113.23460129000007,0.2245434568971989,31.1761385622299,0.7924999534298771,150
167,41.333333333333336,-0.6202003255333335,-93.03004883000003,0.20578296814134833,22.656553813155153,0.7913904534950753,150
168,40.666666666666664,-0.4581857353333332,-68.72786029999997,0.16609408233553946,13.207841092769543,0.7902825068601822,150
169,42.66666666666667,-0.5406955939333331,-81.10433908999997,0.17831657983527505,16.574765924883863,0.789176111350578,150
170,38.0,-0.6573587008000003,-98.60380512000003,0.16987567592274577,18.331985021638555,0.7880712647946871,150
171,34.66666666666667,-0.5935662500666661,-89.0349375099999,0.19670968897724106,22.36296175819559,0.7869679650239746,150
172,33.33333333333333,-0.8027290248666665,-120.40935372999998,0.2171932014796878,30.28618028141744,0.7858662098729411,150
173,40.0,-0.4139918647333334,-62.09877971000001,0.136772176209079,9.1745319431727,0.784765997179119,150
174,39.33333333333333,-0.45033740613333323,-67.55061091999998,0.13633511435322965,11.14246757364048,0.7836673247830682,150
175,31.333333333333336,-0.7610590118666666,-114.15885177999999,0.25733290510133666,35.90734594548023,0.782570190528372,150
176,36.666666666666664,-0.6598646750666666,-98.97970125999998,0.27567015271026163,33.54222844969982,0.7814745922616323,150
177,39.33333333333333,-0.6454588579333335,-96.81882869000002,0.13711670839393375,10.644486594349393,0.780380527832466,150
178,32.0,-0.6064543858000001,-90.96815787000001,0.18132877666993474,17.574041368499394,0.7792879950935007,150
179,35.333333333333336,-0.7274849475333334,-109.12274213,0.2187823168371712,29.182546491091074,0.7781969919003698,150
180,33.33333333333333,-0.4637457488,-69.56186232,0.1295017649333421,14.176369132842769,0.7771075161117094,150
181,36.666666666666664,-0.6170518146666668,-92.55777220000002,0.15619469507977546,16.032176343778914,0.776019565589153,150
182,41.333333333333336,-0.6709124078666666,-100.63686118,0.2206812941092018,29.2306618586429,0.7749331381973282,150
183,32.0,-0.6146336794666664,-92.19505191999995,0.2476560819114071,28.886071362278855,0.773848231803852,150
184,36.0,-0.5899432891333332,-88.49149336999997,0.21028362384603794,21.8806604377947,0.7727648442793266,150
185,39.33333333333333,-0.6954959327333334,-104.32438991000002,0.190336799775507,22.02368114837825,0.7716829734973355,150
186,42.0,-0.5342359608666671,-80.13539413000007,0.13966453786605348,11.183819487407403,0.7706026173344392,150
187,40.666666666666664,-0.5231971187333335,-78.47956781000002,0.18604434858709729,17.144876609718402,0.7695237736701711,150
188,38.0,-0.6954257442000001,-104.31386163000002,0.22634361916552126,29.35916539337512,0.7684464403870329,150
189,36.0,-0.6517212789999999,-97.75819184999999,0.20385810297717422,22.519797435726925,0.7673706153704911,150
190,42.66666666666667,-0.5572103129999999,-83.58154694999999,0.17281000811139724,15.933491569925565,0.7662962965089725,150
191,37.333333333333336,-0.5763459071333336,-86.45188607000003,0.1251591069632665,7.727329404485876,0.7652234816938599,150
192,37.333333333333336,-0.5985014154,-89.77521231,0.16373065636269502,17.032622764391682,0.7641521688194886,150
193,36.0,-0.5406752351333333,-81.10128526999999,0.09000171317279149,8.82925077486375,0.7630823557831413,150
194,37.333333333333336,-0.5751401697333336,-86.27102546000003,0.18331816963128067,17.10779156900139,0.762014040485045,150
195,38.666666666666664,-0.8012417044666669,-120.18625567000002,0.22092251574368937,29.674258273726103,0.760947220828366,150
196,40.666666666666664,-0.6030464689333334,-90.45697034,0.20049146219484193,21.73321764211425,0.7598818947192063,150
197,39.33333333333333,-0.5559358019333334,-83.39037029,0.18446803105217446,18.188548780611697,0.7588180600665995,150
198,36.666666666666664,-0.8415739215333334,-126.23608823000002,0.25092304478794625,37.20465048474253,0.7577557147825063,150
199,40.0,-0.6907818077999998,-103.61727116999997,0.21211315781332574,27.58105725962148,0.7566948567818108,150
200,37.333333333333336,-0.523259326599999,-78.48889898999984,0.22956482084050855,23.260396788246474,0.7556354839823163,150
201,36.0,-0.7061357490666668,-105.92036236000001,0.2349184323271769,33.810823935640975,0.754577594304741,150
202,39.33333333333333,-0.5909739453333335,-88.64609180000002,0.185146866655566,19.23216235749858,0.7535211856727144,150
203,38.0,-0.583869742266667,-87.58046134000004,0.18109978820174288,17.245017875946928,0.7524662560127726,150
204,38.666666666666664,-0.5531295740666666,-82.96943610999999,0.17696141640647123,16.94627116672857,0.7514128032543548,150
205,44.666666666666664,-0.4980903514666672,-74.71355272000008,0.1489809715176844,11.443880753108093,0.7503608253297988,150
206,32.666666666666664,-0.7071294703999996,-106.06942055999994,0.21942786169968764,27.38122744868358,0.7493103201743371,150
207,40.666666666666664,-0.5586633068666665,-83.79949602999999,0.17712799664886614,17.18446904258481,0.7482612857260931,150
208,35.333333333333336,-0.4515669045999998,-67.73503568999998,0.17974509799645078,18.84311405736232,0.7472137199260765,150
209,40.0,-0.7196366598666665,-107.94549897999997,0.20890354759286467,26.029864691177085,0.7461676207181801,150
210,30.0,-0.6393482756666666,-95.90224135,0.20161716558515952,25.0074442763661,0.7451229860491747,150
211,38.666666666666664,-0.6335068865333338,-95.02603298000007,0.18955407759921017,19.455993784746607,0.7440798138687059,150
212,36.0,-0.5949248926666668,-89.23873390000003,0.1909745282695543,21.274656351654368,0.7430381021292898,150
213,45.33333333333333,-0.5836754459999998,-87.55131689999996,0.14941043747877436,12.335624575318828,0.7419978487863088,150
214,30.0,-0.5938337293333329,-89.07505939999993,0.19193768375312104,18.884235025093368,0.740959051798008,150
215,36.0,-0.6250457176666666,-93.75685764999999,0.17579872529911866,20.07506981088979,0.7399217091254908,150
216,33.33333333333333,-0.40515218653333346,-60.77282798000002,0.10969640624635169,7.531408576991448,0.7388858187327152,150
217,37.333333333333336,-0.651136738466667,-97.67051077000005,0.24692227126863364,30.28204715279254,0.7378513785864894,150
218,37.333333333333336,-0.6022655383999997,-90.33983075999996,0.19191634348891107,22.969668580011245,0.7368183866564684,150
219,40.666666666666664,-0.5341550296666672,-80.12325445000008,0.15244744572534974,11.393758498146001,0.7357868409151493,150
220,30.666666666666664,-0.6287687840666666,-94.31531761,0.18559944857258182,18.45791478422546,0.7347567393378681,150
221,34.0,-0.6047620273999997,-90.71430410999996,0.1760399532344099,16.72496573587439,0.7337280799027951,150
222,36.0,-0.5804566514666667,-87.06849772,0.20808973968068756,23.10602351486793,0.7327008605909312,150
223,40.666666666666664,-0.7030281032666662,-105.45421548999994,0.2081047850432669,25.755326330338395,0.7316750793861039,150
224,32.666666666666664,-0.642491925,-96.37378874999999,0.18047759181054768,20.098899048013102,0.7306507342749634,150
225,38.666666666666664,-0.6236569280666666,-93.54853920999999,0.20648248880172004,23.811966037703396,0.7296278232469785,150
226,37.333333333333336,-0.6015521414666671,-90.23282122000006,0.21003570260940174,23.849232859179285,0.7286063442944327,150
227,37.333333333333336,-0.5501262106666662,-82.51893159999993,0.17827303093119462,19.236161390028162,0.7275862954124206,150
228,33.33333333333333,-0.7591190125999996,-113.86785188999994,0.2728951942277815,39.507214821861844,0.7265676745988432,150
229,43.333333333333336,-0.5133259546666671,-76.99889320000005,0.11371120275978752,5.590972994849446,0.7255504798544048,150
230,33.33333333333333,-0.6694480967333334,-100.41721451000001,0.19507180164597648,23.300962112091767,0.7245347091826086,150
231,35.333333333333336,-0.5451457188000005,-81.77185782000008,0.18224537147816777,23.042536264980964,0.723520360589753,150
232,38.666666666666664,-0.6966246461999998,-104.49369692999996,0.18861521005720738,23.926660136362262,0.7225074320849274,150
233,36.666666666666664,-0.7401687881333336,-111.02531822000005,0.23256787021791725,31.42281748128614,0.7214959216800085,150
234,37.333333333333336,-0.7367119596666662,-110.50679394999993,0.20762469991090837,26.046560852120376,0.7204858273896566,150
235,42.66666666666667,-0.5237517343333332,-78.56276014999999,0.16945009869637495,14.770393049460655,0.7194771472313111,150
236,36.666666666666664,-0.6733352964000002,-101.00029446000003,0.22524715266791562,27.78562644466505,0.7184698792251872,150
237,39.33333333333333,-0.7057855304666667,-105.86782957000001,0.2218589430859519,27.075083165044454,0.717464021394272,150
238,42.66666666666667,-0.6157316878000004,-92.35975317000006,0.21364609049631378,23.776912484380215,0.7164595717643201,150
239,34.66666666666667,-0.6043744648000007,-90.6561697200001,0.17264349384772992,15.441623530742648,0.7154565283638501,150
240,35.333333333333336,-0.6883062154666669,-103.24593232000004,0.2260842464607089,28.235467182242736,0.7144548892241407,150
241,38.0,-0.6601068280666662,-99.01602420999993,0.22743525873008452,27.811644105213585,0.7134546523792269,150
242,41.333333333333336,-0.5841177848666664,-87.61766772999997,0.16645767875067286,16.07670853998126,0.712455815865896,150
243,41.333333333333336,-0.6181214761333335,-92.71822142000002,0.20944456255944988,24.26163832891264,0.7114583777236838,150
244,31.333333333333336,-0.6971255322000001,-104.56882983000001,0.24232535979791936,32.316782575751496,0.7104623359948706,150
245,38.666666666666664,-0.5016884279333338,-75.25326419000007,0.11015677249301703,5.020792389087707,0.7094676887244779,150
246,40.0,-0.5596310656666665,-83.94465984999998,0.14928248023448876,10.78131833749106,0.7084744339602637,150
247,39.33333333333333,-0.6678435131333333,-100.17652697,0.181078541047073,20.237571879118036,0.7074825697527193,150
248,37.333333333333336,-0.6825565804,-102.38348706,0.19814902312041616,22.92854905800158,0.7064920941550655,150
249,42.0,-0.6942984155333325,-104.14476232999988,0.2176474505765853,28.853939748316957,0.7055030052232485,150
250,38.0,-0.5340543010000004,-80.10814515000006,0.2218050273761829,23.23121747166519,0.704515301015936,150
251,45.33333333333333,-0.5885720636666666,-88.28580955,0.19472812882285595,20.906192844994507,0.7035289795945137,150
252,32.0,-0.4639076063999998,-69.58614095999997,0.11264004984807374,9.20912215915406,0.7025440390230814,150
